"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
64723,9/30/2025 0:00:00,18951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64731,9/30/2025 0:00:00,18959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64746,9/30/2025 0:00:00,18974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131683,0,0,0,131683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,96
64755,9/30/2025 0:00:00,18983,0,0,0,0,0,0,555157,0,0,0,0,0,0,0,581075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,90
64759,9/30/2025 0:00:00,18987,0,0,0,0,0,0,14259583,0,0,0,0,0,0,0,112292935,0,0,0,0,0,0,0,0,0,379328,0,0,0,0,0,0,0,10402957,149790877,0,0,0,0,12835402,132,0,0,38,0,0,0,0,0,0,17,0,21,77,0,17,0,115,132,1551,905,0,0,0,0,0,0,997
64762,9/30/2025 0:00:00,18990,0,0,0,0,0,0,869727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,20
64766,9/30/2025 0:00:00,18994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8355555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355230,0,0,0,13058518,0,0,0,0,3347733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,26,0,0,0,0,0,0,50
64777,9/30/2025 0:00:00,19005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64778,9/30/2025 0:00:00,19006,0,0,0,0,0,0,621332274,0,0,0,0,0,0,0,173171645,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,60967489,0,0,20889624,934723793,0,0,0,0,58362761,384,7,7,18,0,0,28,3,242,3,285,7,291,74,0,15,1,100,391,2157,14805,0,0,0,0,0,0,4681
64782,9/30/2025 0:00:00,19010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7677,0,0,938861,946538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
64825,9/30/2025 0:00:00,19053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
64833,9/30/2025 0:00:00,19061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,31,0,0,0,0,0,0,11
64834,9/30/2025 0:00:00,19062,0,0,0,0,0,0,563210,0,0,0,0,0,0,0,257570,0,0,0,0,0,0,0,0,0,694957,0,0,0,0,0,0,0,0,820780,0,0,0,0,0,69,0,0,0,0,0,3,0,4,0,69,0,69,0,0,62,0,0,69,72,5,0,0,0,0,0,0,13
64835,9/30/2025 0:00:00,19063,0,0,0,0,0,0,7124722,0,0,0,0,0,0,0,13747975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227703,0,0,4060402,25160802,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,9,232,97,0,0,0,0,0,0,115
64850,9/30/2025 0:00:00,19078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10305,1602230,0,0,0,0,332436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,891
64852,9/30/2025 0:00:00,19080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547585,0,0,0,0,0,0,0,0,0,392283,0,0,0,0,10080,0,0,130615,688280,0,0,0,0,0,27,0,0,0,0,0,9,0,0,0,12,0,12,0,0,0,0,15,27,321,8,5,3,15,0,0,18,76
64856,9/30/2025 0:00:00,19084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304435,0,0,0,0,304435,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,2,87,0,0,0,0,0,0,18
64868,9/30/2025 0:00:00,19096,0,0,0,0,0,0,275883,0,0,0,0,0,0,0,830817,0,0,0,0,0,0,0,0,0,147599,0,0,0,0,4518,0,0,0,1541621,0,0,0,0,430403,0,42,0,0,0,0,0,4,0,31,0,42,43,0,0,0,7,0,42,29,47,0,0,0,0,0,0,66
64878,9/30/2025 0:00:00,19106,0,0,0,0,0,0,70953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403,0,0,0,0,0,0,0,190019,260972,0,0,0,0,0,2,12,0,0,0,0,0,7,0,1,0,12,12,2,0,0,3,2,14,213,42,6,0,0,0,0,0,303
64880,9/30/2025 0:00:00,19108,0,0,0,0,0,0,64394322,0,0,0,0,0,0,0,184880297,0,0,0,0,0,0,0,0,0,42607397,0,0,0,0,4286793,0,0,1767187,259397307,0,0,0,0,4068708,874,182,11,39,0,0,239,30,340,111,724,178,902,100,4,135,31,154,1056,2769,3529,24,0,0,0,0,0,4398
64882,9/30/2025 0:00:00,19110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,7
64886,9/30/2025 0:00:00,19114,0,0,0,0,0,0,6751317,0,0,0,0,0,0,0,8160936,0,0,0,0,0,0,0,0,0,462151,0,0,0,0,406905,0,0,0,15733321,0,0,0,0,414163,0,29,0,0,0,0,0,0,0,18,0,28,28,0,1,0,6,1,29,631,394,14,0,0,0,0,0,346
64892,9/30/2025 0:00:00,19120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64893,9/30/2025 0:00:00,19121,0,0,0,0,0,0,5895778,0,0,0,0,0,0,0,6727488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36592,0,0,0,13109021,0,0,0,0,449163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,94,0,0,0,0,0,0,36
64896,9/30/2025 0:00:00,19124,0,0,0,0,0,0,107733570,0,0,0,0,0,0,0,66819681,0,0,0,0,0,0,0,0,0,321674,0,0,0,0,0,0,0,4376727,186701166,0,0,0,0,7771188,36,194,0,0,0,0,5,4,5,136,32,193,225,4,1,20,42,5,230,2682,3022,1,1,0,0,0,1,367
64913,9/30/2025 0:00:00,19141,0,0,0,0,0,0,34297311,0,0,0,0,0,0,0,28916939,0,0,0,0,0,0,0,0,0,1040763,0,0,0,0,2305348,0,0,0,69764105,0,0,0,0,4244507,51,10,0,17,0,0,2,2,32,8,34,10,44,0,0,0,0,17,61,549,982,0,0,0,0,0,0,158
64917,9/30/2025 0:00:00,19145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
64920,9/30/2025 0:00:00,19148,0,0,0,0,0,0,2821540,0,0,0,0,0,0,0,20464109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,449860,26199665,0,0,0,0,2462125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,433,0,0,0,0,0,0,294
64932,9/30/2025 0:00:00,19160,0,0,0,0,0,0,4053096,0,0,0,0,0,0,0,1873686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721110,8961630,0,0,0,0,2313738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,464,0,0,0,0,0,0,158
64938,9/30/2025 0:00:00,19166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
64939,9/30/2025 0:00:00,19167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
64942,9/30/2025 0:00:00,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938716,0,0,0,4160138,0,0,0,0,1795143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,0,0,0,13
64943,9/30/2025 0:00:00,19171,0,0,0,0,0,0,286552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
64948,9/30/2025 0:00:00,19176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
64967,9/30/2025 0:00:00,19195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
64970,9/30/2025 0:00:00,19198,0,0,0,0,0,0,17407711,0,0,0,0,0,0,0,21958261,0,0,0,0,0,0,0,0,0,422487,0,0,0,0,615583,0,0,34724,46113103,0,0,0,0,6096824,0,102,0,0,0,0,0,20,0,76,0,102,102,0,0,0,0,0,102,301,946,0,0,0,0,0,0,259
64986,9/30/2025 0:00:00,19214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370599,0,0,0,0,0,0,0,0,0,146790,0,0,0,0,23415,0,0,0,1394014,0,0,0,0,0,0,15,0,0,0,0,0,1,0,11,0,15,16,0,0,0,2,0,15,65,2,0,0,0,0,0,0,71
64991,9/30/2025 0:00:00,19219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,44
64999,9/30/2025 0:00:00,19227,0,0,0,0,0,0,418417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53123,0,0,0,471540,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,23,0,0,0,0,0,0,43
65003,9/30/2025 0:00:00,19231,0,0,0,0,0,0,4657753,0,0,0,0,0,0,0,7994273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263228,0,0,0,12915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,192,0,0,0,0,0,0,132
65013,9/30/2025 0:00:00,19241,0,0,0,0,0,0,2647359,0,0,0,0,0,0,0,4512295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737411,12695196,0,0,0,0,1798131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,95,0,0,0,0,0,42
65039,9/30/2025 0:00:00,19267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
65040,9/30/2025 0:00:00,19268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
65046,9/30/2025 0:00:00,19274,0,0,0,0,0,0,630106,0,0,0,0,0,0,0,657090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,0,0,44710,1347550,0,0,0,0,11863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,0,0,0,0,0,0,23
65059,9/30/2025 0:00:00,19287,0,0,0,0,0,0,11545768,0,0,0,0,0,0,0,759175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565207,0,0,0,0,260264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,126,0,0,0,0,0,0,24
65062,9/30/2025 0:00:00,19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65063,9/30/2025 0:00:00,19291,0,0,0,0,0,0,10433240,0,0,0,0,0,0,0,28803755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355712,0,0,1833018,43425725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,621,0,0,0,0,0,0,702
65071,9/30/2025 0:00:00,19299,0,0,0,0,0,0,71025,0,0,0,0,0,0,0,817008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6938,0,0,0,1015363,0,0,0,0,120392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,0,0,0,0,0,0,20
65078,9/30/2025 0:00:00,19306,0,0,0,0,0,0,62113281,0,0,0,0,0,0,0,76998074,0,0,0,0,0,0,0,0,0,3019938,0,0,0,0,0,0,0,13947430,173797278,0,0,0,0,20738493,200,0,0,21,0,0,13,0,56,0,139,0,139,40,0,61,0,62,200,1768,2864,5,5,0,0,0,5,779
65082,9/30/2025 0:00:00,19310,0,0,0,0,0,0,10978020,0,0,0,0,0,0,0,10968954,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,1054712,0,0,0,26196551,0,0,0,0,3194865,2,14,0,0,0,0,1,3,1,11,2,14,16,0,0,0,0,0,16,352,661,3,0,0,0,0,0,16
65085,9/30/2025 0:00:00,19313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
65088,9/30/2025 0:00:00,19316,0,0,0,0,0,0,35988960,0,0,0,0,0,0,0,20185830,0,0,0,0,0,0,0,0,0,1086611,0,0,0,0,0,0,0,5152582,66780844,0,0,0,0,5453472,64,11,3,12,0,0,16,6,2,0,26,11,37,23,0,8,5,38,75,1030,886,12,0,0,0,0,0,388
65090,9/30/2025 0:00:00,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23320,0,0,0,0,23320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
65091,9/30/2025 0:00:00,19319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
65111,9/30/2025 0:00:00,19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127848,0,0,0,599042,0,0,0,0,15264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,11
65136,9/30/2025 0:00:00,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65150,9/30/2025 0:00:00,19378,0,0,0,0,0,0,2738514,0,0,0,0,0,0,0,4958540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423126,0,0,341925,8462105,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,0,4,209,280,2,0,0,0,0,0,280
65155,9/30/2025 0:00:00,19383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
65186,9/30/2025 0:00:00,19414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188580,0,0,0,0,342605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
65193,9/30/2025 0:00:00,19421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
65205,9/30/2025 0:00:00,19433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360306,360306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,0,0,0,0,0,0,53
65208,9/30/2025 0:00:00,19436,0,0,0,0,0,0,4189786,0,0,0,0,0,0,0,7439058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721546,19146040,0,0,0,0,5795650,6,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,208,348,0,0,0,0,0,0,652
65211,9/30/2025 0:00:00,19439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,0,0,0,0,0,0,6
65231,9/30/2025 0:00:00,19459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65238,9/30/2025 0:00:00,19466,0,0,0,0,0,0,8354042,0,0,0,0,0,0,0,25680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399783,8779505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,504,0,0,0,0,0,0,439
65239,9/30/2025 0:00:00,19467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
65242,9/30/2025 0:00:00,19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476367,0,0,0,0,0,0,14,0,0,0,0,0,1,0,10,0,14,14,0,0,0,3,0,14,4,0,0,0,0,0,0,0,58
65243,9/30/2025 0:00:00,19471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
65256,9/30/2025 0:00:00,19484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65259,9/30/2025 0:00:00,19487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
65291,9/30/2025 0:00:00,19519,0,0,0,0,0,0,73715371,0,0,0,0,0,0,0,12085293,0,0,0,0,0,0,0,0,0,3478337,0,0,0,0,1854878,0,0,43152658,138573054,0,0,0,0,7764854,152,0,0,0,0,0,26,0,21,0,62,0,62,90,0,15,0,90,152,2056,1598,195,0,0,0,0,0,688
65299,9/30/2025 0:00:00,19527,0,0,0,0,0,0,218425357,0,0,0,0,0,0,0,53624261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665392,0,0,0,315560855,0,0,0,0,34845845,299,38,0,0,0,0,37,1,210,31,276,38,314,23,0,29,6,23,337,1136,2091,3,0,0,0,0,0,152
65305,9/30/2025 0:00:00,19533,0,0,0,0,0,0,584138,0,0,0,0,0,0,0,5670389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657144,8806489,0,0,0,0,894818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,110,0,0,0,0,0,0,303
65323,9/30/2025 0:00:00,19551,0,0,0,0,0,0,11403803,0,0,0,0,0,0,0,4144852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815905,17600571,0,0,0,0,1236011,0,6,0,0,0,0,0,1,0,5,0,6,6,0,0,0,0,0,6,34,159,0,0,0,0,0,0,54
65346,9/30/2025 0:00:00,19574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
65356,9/30/2025 0:00:00,19584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18018,0,0,0,2761619,0,0,0,0,889458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,40,0,0,0,0,0,0,94
65371,9/30/2025 0:00:00,19599,0,0,0,0,0,0,2532707,0,0,0,0,0,0,0,1317540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97437,3947684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,153,0,0,0,0,0,0,199
65378,9/30/2025 0:00:00,19606,0,0,0,0,0,0,1978333,0,0,0,0,0,0,0,11673076,0,0,0,0,0,0,0,0,0,961433,0,0,0,0,253519,0,0,0,14587140,0,0,0,0,682212,98,0,0,0,0,0,0,0,11,0,22,0,22,76,0,11,0,76,98,405,326,68,0,0,0,0,0,3320
65384,9/30/2025 0:00:00,19612,0,0,0,0,0,0,41493,0,0,0,0,0,0,0,189852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63429,294774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17
65398,9/30/2025 0:00:00,19626,0,0,0,0,0,0,2703483,0,0,0,0,0,0,0,7652788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99134,0,0,21469,10476874,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,378,504,0,0,0,8,0,8,99
65411,9/30/2025 0:00:00,19639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65412,9/30/2025 0:00:00,19640,0,0,0,0,0,0,13734453,0,0,0,0,0,0,0,7927593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300359,21962405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,354,0,0,0,0,0,0,40
65421,9/30/2025 0:00:00,19649,0,0,0,0,0,0,20787189,0,0,0,0,0,0,0,40126642,0,0,0,0,0,0,0,0,0,580628,0,0,0,0,170404,0,0,309410,66908244,0,0,0,0,5514599,20,62,0,0,0,0,0,5,19,53,20,62,82,0,0,1,2,0,82,660,1768,6,0,0,0,0,0,872
65424,9/30/2025 0:00:00,19652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
